block_text,block_label
And I wait for 1 second,Unknown
And I wait for 1 second,Unknown
"| p31_req_set_encryption_configuration | 0  |
| p31_req_set_key_type                 | D  |
When I send a 31.x PIN Entry message to the terminal with:
| p31_req_customer_acc_num             |    |
| p31_req_form_name                    |    |
| p31_req_prompt_index_number          | 14 |",CVM Process
"When I send a 31.x PIN Entry message to the terminal with:
| p31_req_set_encryption_configuration | 0  |
| p31_req_customer_acc_num             |    |
| p31_req_set_key_type                 | D  |
| p31_req_prompt_index_number          | 14 |
| p31_req_form_name                    |    |",CVM Process
"#And I Wait until Element ""fixed_title"" contains ""Please enter your PIN:""",Unknown
"#And I Wait until Element ""fixed_title"" contains ""Please enter your PIN:""",Unknown
"######################## enter the new strong pin #####################
And I enter pin ""<weak_pin>""",Unknown
"######################## enter the new strong pin #####################
And I enter pin ""<weak_pin>""",Unknown
And I wait for 4 seconds,Unknown
And I wait for 4 seconds,Unknown
"################### validate the new strong pin #######################
And I enter pin ""<strong_pin>""",Unknown
"And I enter pin ""<strong_pin>""
################### validate the new strong pin #######################",Unknown
And I wait for 4 seconds,Unknown
And I wait for 4 seconds,Unknown
"| p31_res_pin_data_ksn   | @regexp:.* |
Then I should receive the 31.x PIN Entry response from terminal with params:
| p31_res_pin_data_block | @regexp:.* |
| p31_res_status         | 0          |
And I enter pin ""<strong_pin>""
| p31_res_pin_data       | @regexp:.* |",CVM Process
"| p31_res_pin_data       | @regexp:.* |
| p31_res_pin_data_ksn   | @regexp:.* |
| p31_res_status         | 0          |
And I enter pin ""<strong_pin>""
| p31_res_pin_data_block | @regexp:.* |
Then I should receive the 31.x PIN Entry response from terminal with params:",CVM Process
"################# variable is back to false after pin change ##########################
And I Wait until Element ""fixed_title"" contains ""Please reenter your 4-digit PIN""",Unknown
"################# variable is back to false after pin change ##########################
And I Wait until Element ""fixed_title"" contains ""Please reenter your 4-digit PIN""",Unknown
"| Mastercard | 120    | 5413339000000119 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 | 1111     | 0258       |
Examples:
| p29_res_variable_id   | 000920 |
Then I should receive the 29.x Get Variable response from terminal with params:
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | false  |
| VISA       | 56789  | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      | 4567     | 9988       |
| DISCOVER   | 987654 | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      | 9876     | 0101       |
| p29_req_variable_id | 00000920 |
| Diners     | 87654  | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 7777     | 1593       |
| card_type  | amount | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      | weak_pin | strong_pin |
| p29_res_status        | 2      |
| Amex       | 1234   | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      | 1234     | 3124       |",Extract Card Data
"| Amex       | 1234   | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      | 1234     | 3124       |
When I send a 29.x Get Variable message to the terminal with:
| card_type  | amount | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      | weak_pin | strong_pin |
| Mastercard | 120    | 5413339000000119 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 | 1111     | 0258       |
| p29_req_variable_id | 00000920 |
| p29_res_variable_data | false  |
| p29_res_status        | 2      |
Examples:
| VISA       | 56789  | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      | 4567     | 9988       |
| p29_res_variable_id   | 000920 |
Then I should receive the 29.x Get Variable response from terminal with params:
| Diners     | 87654  | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 7777     | 1593       |
| DISCOVER   | 987654 | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      | 9876     | 0101       |",Extract Card Data
"based on ticket https://ingenico-nar.atlassian.net/browse/ARC-1772
Given I send a 00.x Offline message to the terminal with params:
""""""
@pin_code @master_session @sde @msr @00x @60x @61x @23x @31x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
Scenario: Enable On-Guard SDE Encryption Configuration
| p00_res_reason_code | 0000 |
Feature:  Validate  pin block decryption is correct when SDE is enabled
""""""
This feature file verify pin block decryption is correct when SDE is enabled",Precondition
"""""""
""""""
This feature file verify pin block decryption is correct when SDE is enabled
| p00_res_reason_code | 0000 |
based on ticket https://ingenico-nar.atlassian.net/browse/ARC-1772
Given I send a 00.x Offline message to the terminal with params:
Scenario: Enable On-Guard SDE Encryption Configuration
Feature:  Validate  pin block decryption is correct when SDE is enabled
@pin_code @master_session @sde @msr @00x @60x @61x @23x @31x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Then I should receive the 00.x Offline response from terminal with params:
| p00_req_reason_code | 0000 |",Precondition
"| p62_req_encoding_format | B                 |
| p62_res_file_length | @regexp:.\d* |
| p62_req_file_name       | ArcOnGuardSDE.apk |
| p62_req_fast_download   | 1                 |
When I have successfully sent ""Files/p2p_encryptions/ArcOnGuardSDE.apk"" file using these params:
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_unpack_flag     | 0                 |
| p62_res_status      | 0            |",Unknown
"When I have successfully sent ""Files/p2p_encryptions/ArcOnGuardSDE.apk"" file using these params:
| p62_res_file_length | @regexp:.\d* |
| p62_res_status      | 0            |
| p62_req_file_name       | ArcOnGuardSDE.apk |
| p62_req_fast_download   | 1                 |
Then I should receive the 62.x Write File response from terminal with params:
| p62_req_unpack_flag     | 0                 |
| p62_req_encoding_format | B                 |",Unknown
"And I wait until Element ""imageOffline"" visible
And I Wait until Element ""title"" contains ""This Lane Closed""
| p61_req_group_num | 91 |
Scenario Outline: verify pin block decryption is correct with masked pan
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_index_num | 1  |
| p61_res_data_config_parameter | 19 |
| p61_res_index_num             | 1  |
| p61_req_group_num | 91 |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
| p61_res_index_num             | 1  |
| p61_res_group_num             | 91 |
| p61_res_status                | 2  |
| p61_res_data_config_parameter | 19 |
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_index_num | 1  |
| p61_res_group_num             | 91 |
Then I should receive the 00.x Offline response from terminal with params:
Then I should receive the 61.x Read Configuration response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p61_res_status                | 2  |",Precondition
"| p61_req_group_num | 91 |
| p61_res_group_num             | 91 |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
Then I should receive the 00.x Offline response from terminal with params:
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
And I wait until Element ""imageOffline"" visible
And I Wait until Element ""title"" contains ""This Lane Closed""
| p61_res_data_config_parameter | 19 |
| p61_req_group_num | 91 |
When I send a 61.x Read Configuration message to the terminal with:
| p61_res_data_config_parameter | 19 |
When I send a 61.x Read Configuration message to the terminal with:
Then I should receive the 61.x Read Configuration response from terminal with params:
Given I send a 00.x Offline message to the terminal with params:
| p61_res_status                | 2  |
Scenario Outline: verify pin block decryption is correct with masked pan
| p61_res_status                | 2  |
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |
| p61_res_index_num             | 1  |
| p61_req_index_num | 1  |",Precondition
"| p23_req_prompt_index   | 3 |
When I send a 23.x Read Card message to the terminal with:
And  I wait until Element ""btn_cancel"" visible
Then I Wait until Element ""title"" contains ""Please slide card""
| p23_req_enable_devices | M |",Card Swipe
"When I send a 23.x Read Card message to the terminal with:
And  I wait until Element ""btn_cancel"" visible
| p23_req_prompt_index   | 3 |
Then I Wait until Element ""title"" contains ""Please slide card""
| p23_req_enable_devices | M |",Card Swipe
"| p23_res_track2      | ;<masked_pan>=<exp_date><code><masked_disc_data_t2>?         |
When Axium swipe magnetic card:
| p23_res_track3      | @regexp:.+:4:.+                                              |
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_track1      | %B<masked_pan>^<name>^<exp_date><code><masked_disc_data_t1>? |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 |                                              |
| p23_res_exit_type   | 0                                                            |
| p23_res_card_source | M                                                            |",Card Swipe
"| track3 |                                              |
| p23_res_track2      | ;<masked_pan>=<exp_date><code><masked_disc_data_t2>?         |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| p23_res_track1      | %B<masked_pan>^<name>^<exp_date><code><masked_disc_data_t1>? |
Then I should receive the 23.x Card Read response from terminal with params:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| p23_res_card_source | M                                                            |
| p23_res_exit_type   | 0                                                            |
| p23_res_track3      | @regexp:.+:4:.+                                              |
When Axium swipe magnetic card:",Card Swipe
"And I enter pin ""<pin_code>""
| p31_res_pin_data_ksn   | @regexp:.* |
| p31_req_form_name                    |              |
When I send a 31.x PIN Entry message to the terminal with:
| p31_res_pin_data       | @regexp:.* |
| p31_req_prompt_index_number          | 1            |
| p31_req_set_encryption_configuration | 0            |
| p31_res_pin_data_block | @regexp:.* |
Then I should receive the 31.x PIN Entry response from terminal with params:
| p31_res_status         | 0          |
| p31_req_customer_acc_num             | <masked_pan> |
| p31_req_set_key_type                 | *            |",CVM Process
"| p31_req_set_key_type                 | *            |
| p31_req_set_encryption_configuration | 0            |
When I send a 31.x PIN Entry message to the terminal with:
| p31_res_pin_data_ksn   | @regexp:.* |
| p31_req_form_name                    |              |
| p31_res_pin_data_block | @regexp:.* |
| p31_res_pin_data       | @regexp:.* |
| p31_res_status         | 0          |
| p31_req_prompt_index_number          | 1            |
And I enter pin ""<pin_code>""
Then I should receive the 31.x PIN Entry response from terminal with params:
| p31_req_customer_acc_num             | <masked_pan> |",CVM Process
"| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       | 12345    | 5          | fffffffff  |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 4761730000000010 | 00000000000000000000         | 0000000000000       | 22110055 | 8          | ffffff     |
Scenario: Teardown - Reset to Default State
| Mastercard | 5413330089099130 | Test Card 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 5413330000009130 | 00000000000000000000         | 0000000000000       | 1133     | 4          | ffffffffff |
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 | pin_code | pin_length | tail       |
And I will decrypt pin block from 'p31_res_pin_data_block' using the sequence of pan: '<pan>' and parameters 'p31_res_pin_data_ksn' and expect:
Examples:
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 | 374245000001008  | 000000000                    | 00000000000000      | 1234     | 4          | ffffffffff |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 5413330000000011 | 000000000000000              | 0000000000000       | 0000     | 4          | ffffffffff |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 36039600000472   | 00000000000000000000         | 0000000000000       | 5522     | 4          | ffffffffff |
| tail     | <tail>                        |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 4761730000000010 | 00000000000000000000         | 0000000000000       | 221100   | 6          | ffffffff   |
| length   | <pin_length>                  |
| pin_code | <pin_code>                    |
| pinblock | 0<pin_length><pin_code><tail> |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  | 6510000000000091 | 0000000000000                | 0000000000000       | 4321     | 4          | ffffffffff |",Unknown
"And I will decrypt pin block from 'p31_res_pin_data_block' using the sequence of pan: '<pan>' and parameters 'p31_res_pin_data_ksn' and expect:
| length   | <pin_length>                  |
Scenario: Teardown - Reset to Default State
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       | 12345    | 5          | fffffffff  |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 4761730000000010 | 00000000000000000000         | 0000000000000       | 221100   | 6          | ffffffff   |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  | 6510000000000091 | 0000000000000                | 0000000000000       | 4321     | 4          | ffffffffff |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 4761730000000010 | 00000000000000000000         | 0000000000000       | 22110055 | 8          | ffffff     |
| tail     | <tail>                        |
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 | pin_code | pin_length | tail       |
| pin_code | <pin_code>                    |
| Mastercard | 5413330089099130 | Test Card 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 5413330000009130 | 00000000000000000000         | 0000000000000       | 1133     | 4          | ffffffffff |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 | 374245000001008  | 000000000                    | 00000000000000      | 1234     | 4          | ffffffffff |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 5413330000000011 | 000000000000000              | 0000000000000       | 0000     | 4          | ffffffffff |
| pinblock | 0<pin_length><pin_code><tail> |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 36039600000472   | 00000000000000000000         | 0000000000000       | 5522     | 4          | ffffffffff |
Examples:",Unknown
"Then I should receive the 00.x Offline response from terminal with params:
And I wait until Element ""imageOffline"" visible
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
Given I send a 00.x Offline message to the terminal with params:",Precondition
"And I wait until Element ""imageOffline"" visible
Given I send a 00.x Offline message to the terminal with params:
Then I should receive the 00.x Offline response from terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |
| p00_req_reason_code | 0000 |",Precondition
"| p62_req_fast_download   | 1                   |
| p62_res_status      | 0          |
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
| p61_res_index_num             | 1  |
| p61_req_group_num | 91 |
| p61_res_group_num             | 91 |
Feature: verify message 29.x of variables 396 398 399 400
""""""
@00x @29x @60x @23x @87x @41x
| p62_req_unpack_flag     | 0                   |
Given I successfully changed configuration ""0007"" ""0029"" to ""1""
""""""
| p61_req_index_num | 1  |
This feature file validates 29.x message to verify message  variables 396 398 399 400 base on ticket ARC-1689
| p61_res_status                | 2  |
Then I should receive the 61.x Configuration Read response from terminal with params:
| p62_req_file_name       | ArcNoEncryption.apk |
@dx8000 @ex8000 @dx4000 @me
| p61_res_data_config_parameter | 0  |
Scenario Outline: Manual entry transaction with 23.x and 29.x message to verify variables 396 398 399 400
| p62_req_encoding_format | B                   |
When I send a 61.x Configuration Read message to the terminal with:
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_file_length | @regexp:.* |",Extract Card Data
"| p62_req_file_name       | ArcNoEncryption.apk |
| p62_res_file_length | @regexp:.* |
| p61_res_status                | 2  |
| p62_req_fast_download   | 1                   |
When I send a 61.x Configuration Read message to the terminal with:
When I have successfully sent ""Files/p2p_encryptions/ArcNoEncryption.apk"" file using these params:
""""""
| p62_req_encoding_format | B                   |
Feature: verify message 29.x of variables 396 398 399 400
| p62_req_unpack_flag     | 0                   |
| p61_res_group_num             | 91 |
This feature file validates 29.x message to verify message  variables 396 398 399 400 base on ticket ARC-1689
| p61_req_index_num | 1  |
| p61_res_data_config_parameter | 0  |
Then I should receive the 62.x Write File response from terminal with params:
Scenario Outline: Manual entry transaction with 23.x and 29.x message to verify variables 396 398 399 400
Then I should receive the 61.x Configuration Read response from terminal with params:
| p61_res_index_num             | 1  |
""""""
| p61_req_group_num | 91 |
@dx8000 @ex8000 @dx4000 @me
| p62_res_status      | 0          |
@00x @29x @60x @23x @87x @41x
Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Extract Card Data
"And I Wait until Element ""title"" contains ""This Lane Closed""
Then I should receive the 00.x Offline response from terminal with params:
When I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
| p00_res_reason_code | 0000 |
And I wait until Element ""imageOffline"" visible",Precondition
"| p00_res_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
And I wait until Element ""imageOffline"" visible
When I send a 00.x Offline message to the terminal with params:",Precondition
"| p23_req_prompt_index   | 312 |
| p23_req_enable_devices | M   |
Then I Wait until Element ""title"" contains ""Insert, Swipe or Tap Card""
When I send a 23.x Card Read message to the terminal with:",Card Swipe
"| p23_req_enable_devices | M   |
Then I Wait until Element ""title"" contains ""Insert, Swipe or Tap Card""
| p23_req_prompt_index   | 312 |
When I send a 23.x Card Read message to the terminal with:",Card Swipe
"And I wait until Element ""line_display"" visible
And I wait until Element ""btn_manual_entry"" visible
And I wait until Element ""btn_cancel"" visible",Unknown
"And I wait until Element ""line_display"" visible
And I wait until Element ""btn_manual_entry"" visible
And I wait until Element ""btn_cancel"" visible",Unknown
"When I click Element ""ed_pan""
And I click Element ""btn_manual_entry""",Unknown
"And I click Element ""btn_manual_entry""
When I click Element ""ed_pan""",Unknown
"And I press enter button
Then I send keys to Element ""ed_pan"" text ""<pan>""",Unknown
"And I press enter button
Then I send keys to Element ""ed_pan"" text ""<pan>""",Unknown
"When I click Element ""ed_cvv""",Unknown
"When I click Element ""ed_cvv""",Unknown
"And I press enter button
Then I send keys to Element ""ed_cvv"" text ""<code>""",Unknown
"Then I send keys to Element ""ed_cvv"" text ""<code>""
And I press enter button",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"Then I send keys to Element ""ed_expiry_date"" text ""<exp_date>""
And I press enter button",Unknown
"And I press enter button
Then I send keys to Element ""ed_expiry_date"" text ""<exp_date>""",Unknown
"When I click Element ""btn_manual_confirm""",Unknown
"When I click Element ""btn_manual_confirm""",Unknown
"| p23_res_track2      | <pan>=<expect_exp_date><add_data1><code><add_data2>                   |
| p23_res_track1      | M<pan>^<cardholdername>^<expect_exp_date><add_data1><code><add_data1> |
| p23_res_track3      |                                                                       |
Then I should receive the 23.x Read Card response from terminal with params:
| p23_res_exit_type   | 0                                                                     |
| p23_res_card_source | H                                                                     |",Card Swipe
"| p23_res_card_source | H                                                                     |
| p23_res_track3      |                                                                       |
| p23_res_track1      | M<pan>^<cardholdername>^<expect_exp_date><add_data1><code><add_data1> |
| p23_res_track2      | <pan>=<expect_exp_date><add_data1><code><add_data2>                   |
Then I should receive the 23.x Read Card response from terminal with params:
| p23_res_exit_type   | 0                                                                     |",Card Swipe
"| p29_res_variable_data | <pan>  |
| p29_res_variable_data | 0      |
When I send a 29.x Get Variable message to the terminal with:
Scenario Outline: Manual entry transaction with 23.x and 29.x message to verify variables 396 398 399 400
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000400            |
| p29_res_status        | 2                |
@rx5000 @rx7000 @me
| p29_req_variable_id | 396 |
| p29_req_variable_id | 398 |
Then I should receive the 29.x Get Variable response from terminal with params:
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_data | <expect_exp_date> |
| p29_res_status        | 2      |
| p29_res_status        | 2      |
| p29_res_variable_id   | 000396 |
Examples:
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_id   | 000398 |
| Mastercard | 5413330089020011 | 2512            | 1225     | 221  | 000000    | 000       | MANUALLY/ENTERED |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | <cardholdername> |
| p29_req_variable_id | 395 |
Then I should receive the 29.x Get Variable response from terminal with params:
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 400 |
| p29_res_status        | 2                 |
| p29_res_variable_id   | 000395 |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_id   | 000399           |
| p29_req_variable_id | 399 |
| p29_res_variable_data | true   |
| card_type  | pan              | expect_exp_date | exp_date | code | add_data1 | add_data2 | cardholdername   |",Extract Card Data
"| p29_res_status        | 2      |
| p29_res_variable_data | true   |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                 |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | <expect_exp_date> |
| p29_res_variable_id   | 000398 |
| p29_req_variable_id | 396 |
| p29_req_variable_id | 395 |
| p29_res_variable_data | <cardholdername> |
| p29_res_variable_id   | 000400            |
| p29_res_status        | 2      |
When I send a 29.x Get Variable message to the terminal with:
| p29_req_variable_id | 400 |
| p29_res_variable_data | <pan>  |
| p29_res_status        | 2      |
| p29_res_variable_id   | 000395 |
| p29_req_variable_id | 398 |
| p29_res_variable_id   | 000396 |
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:
| card_type  | pan              | expect_exp_date | exp_date | code | add_data1 | add_data2 | cardholdername   |
| p29_res_status        | 2                |
| p29_res_variable_id   | 000399           |
Examples:
Then I should receive the 29.x Get Variable response from terminal with params:
Then I should receive the 29.x Get Variable response from terminal with params:
Scenario Outline: Manual entry transaction with 23.x and 29.x message to verify variables 396 398 399 400
| p29_res_variable_data | 0      |
@rx5000 @rx7000 @me
| p29_req_variable_id | 399 |
| Mastercard | 5413330089020011 | 2512            | 1225     | 221  | 000000    | 000       | MANUALLY/ENTERED |
When I send a 29.x Get Variable message to the terminal with:
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:",Extract Card Data
"Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Unknown
"Given I successfully changed configuration ""0007"" ""0029"" to ""1""",Unknown
"| p00_res_reason_code | 0000 |
And I wait until Element ""imageOffline"" visible
And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_req_reason_code | 0000 |
When I send a 00.x Offline message to the terminal with params:
Then I should receive the 00.x Offline response from terminal with params:",Precondition
"And I Wait until Element ""title"" contains ""This Lane Closed""
| p00_res_reason_code | 0000 |
And I wait until Element ""imageOffline"" visible
Then I should receive the 00.x Offline response from terminal with params:
When I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |",Precondition
"Then I Wait until Element ""title"" contains ""Insert, Swipe or Tap Card""
| p23_req_enable_devices | M   |
| p23_req_prompt_index   | 312 |
When I send a 23.x Card Read message to the terminal with:",Card Swipe
"| p23_req_prompt_index   | 312 |
Then I Wait until Element ""title"" contains ""Insert, Swipe or Tap Card""
When I send a 23.x Card Read message to the terminal with:
| p23_req_enable_devices | M   |",Card Swipe
"And I wait until Element ""btn_cancel"" visible
And I wait until Element ""line_display"" visible
And I wait until Element ""btn_manual_entry"" visible",Unknown
"And I wait until Element ""btn_manual_entry"" visible
And I wait until Element ""line_display"" visible
And I wait until Element ""btn_cancel"" visible",Unknown
"And I click Element ""btn_manual_entry""
When I click Element ""ed_pan""",Unknown
"And I click Element ""btn_manual_entry""
When I click Element ""ed_pan""",Unknown
"Then I send keys to Element ""ed_pan"" text ""<pan>""
And I press enter button",Unknown
"Then I send keys to Element ""ed_pan"" text ""<pan>""
And I press enter button",Unknown
"When I click Element ""ed_cvv""",Unknown
"When I click Element ""ed_cvv""",Unknown
"And I press enter button
Then I send keys to Element ""ed_cvv"" text ""<code>""",Unknown
"Then I send keys to Element ""ed_cvv"" text ""<code>""
And I press enter button",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"When I click Element ""ed_expiry_date""",Unknown
"| p23_res_track2      | <pan>=<expect_exp_date><add_data1><code><add_data2>                   |
| p23_res_card_source | H                                                                     |
Then I should receive the 23.x Read Card response from terminal with params:
And I send keys to Element ""ed_expiry_date"" text ""<exp_date>"" and then ENTER
| p23_res_track1      | M<pan>^<cardholdername>^<expect_exp_date><add_data1><code><add_data1> |
| p23_res_track3      |                                                                       |
| p23_res_exit_type   | 0                                                                     |",Card Swipe
"| p23_res_track2      | <pan>=<expect_exp_date><add_data1><code><add_data2>                   |
| p23_res_exit_type   | 0                                                                     |
| p23_res_track1      | M<pan>^<cardholdername>^<expect_exp_date><add_data1><code><add_data1> |
| p23_res_track3      |                                                                       |
| p23_res_card_source | H                                                                     |
And I send keys to Element ""ed_expiry_date"" text ""<exp_date>"" and then ENTER
Then I should receive the 23.x Read Card response from terminal with params:",Card Swipe
"Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2                |
| p29_res_status        | 2      |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_id   | 000400            |
When I send a 29.x Get Variable message to the terminal with:
Examples:
| card_type  | pan              | expect_exp_date | exp_date | code | add_data1 | add_data2 | cardholdername   |
| p29_res_status        | 2                 |
| p29_req_variable_id | 396 |
When I send a 29.x Get Variable message to the terminal with:
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_id   | 000399           |
| p29_res_variable_id   | 000395 |
When I send a 29.x Get Variable message to the terminal with:
| p29_res_variable_data | true   |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
| p29_res_variable_id   | 000398 |
| p29_res_variable_data | <pan>  |
@dx8000 @ex8000 @dx4000 @me
| p29_req_variable_id | 398 |
| p29_req_variable_id | 400 |
| p29_res_variable_id   | 000396 |
Scenario Outline: Manual entry transaction with 87.x and 29.x message to verify variables 396 398 399 400
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_status        | 2      |
Then I should receive the 29.x Get Variable response from terminal with params:
| p29_res_variable_data | <cardholdername> |
| p29_res_variable_data | 0      |
| Mastercard | 5413330089020011 | 2512            | 1225     | 221  | 000000    | 000       | MANUALLY/ENTERED |
| p29_req_variable_id | 395 |
| p29_req_variable_id | 399 |
| p29_res_variable_data | <expect_exp_date> |
When I send a 29.x Get Variable message to the terminal with:",Extract Card Data
